benchmark,algorithm,mean_best_objective,std_best_objective,best_observed
Rastrigin,Expected Improvement,5.205101862925896,3.4408788783183315,1.4545353962567127
Rastrigin,Random Search,9.284531821626679,3.2181732102879446,5.809088668039008
Rastrigin,UCB,8.368817194063016,5.511397032893937,2.1465140225410906
Rosenbrock,Expected Improvement,0.4734172977231032,0.5398176009179643,0.0026475889199903957
Rosenbrock,Random Search,7.083866819801346,10.32645284589654,0.2845215114684503
Rosenbrock,UCB,0.37978437168277146,0.2708161935526678,0.01470352732241695
Sphere,Expected Improvement,0.0009706548235637465,0.0015815513338721294,8.255740534050391e-06
Sphere,Random Search,1.655665131968012,1.7840617596320623,0.28826533385308034
Sphere,UCB,3.760138667237809e-05,3.522534549156192e-05,5.7440109435630905e-06
